EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA240065,Male,Vikas Mukherjee,vikas.mukherjee@hrhub.co.in,vikas.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Single,Diploma,Mechanical,Gujarat,Surat,9051556740,Marketing,Marketing Executive,Travel_Rarely,Hybrid,8.4,5,4,2,4,2020-08-10,77250,6-10 LPA,6,0,2,3,1,3,1,2,8.4,No,No,No
HRA240066,Male,Gaurav Sinha,gaurav.sinha@hrhub.co.in,gaurav.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Divorced,Bachelor,Commerce,Rajasthan,Udaipur,9000040046,Human Resources,HR Business Partner,Travel_Rarely,Work From Office,7.4,3,2,1,2,2021-08-10,58050,6-10 LPA,18,0,3,2,3,4,4,1,5.0,No,Yes,No
HRA240067,Male,Varun Nair,varun.nair@hrhub.co.in,varun.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,High School,General Education,Rajasthan,Jaipur,9216525081,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,8.4,5,0,1,0,2020-08-10,78450,6-10 LPA,13,0,3,3,4,4,4,1,1.0,No,No,No
HRA240068,Male,Varun Jain,varun.jain@hrhub.co.in,varun.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,Master,Marketing,Maharashtra,Mumbai,9546168444,IT,Network Engineer,Travel_Rarely,Hybrid,2.6,2,0,1,2,2026-05-28,48500,3-6 LPA,22,1,2,1,1,2,4,5,2.0,No,No,No
HRA240069,Female,Vaishnavi Roy,vaishnavi.roy@hrhub.co.in,vaishnavi.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,Master,Human Resources,Kerala,Kochi,9448940094,IT,System Administrator,Non-Travel,Hybrid,1.8,1,0,0,1,2027-03-16,40400,3-6 LPA,20,0,3,4,2,4,4,5,1.8,No,No,No
HRA240070,Female,Harini Mukherjee,harini.mukherjee@hrhub.co.in,harini.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Single,Diploma,Civil,West Bengal,Howrah,9191871628,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,13.7,6,5,3,6,2015-04-25,87450,10+ LPA,23,0,3,3,2,4,3,1,5.0,No,No,No
HRA240071,Female,Pooja Reddy,pooja.reddy@hrhub.co.in,pooja.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Married,High School,General Education,Telangana,Warangal,9591056396,IT,Software Engineer,Travel_Frequently,Hybrid,22.0,15,15,1,8,2007-01-07,133050,10+ LPA,19,3,4,1,2,3,1,5,1.0,No,No,No
HRA240072,Female,Ananya Saha,ananya.saha@hrhub.co.in,ananya.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,MBA,Human Resources,Uttar Pradesh,Noida,9256374484,Human Resources,HR Business Partner,Travel_Frequently,Hybrid,23.6,12,12,5,6,2005-06-02,135800,10+ LPA,15,2,4,1,3,1,3,1,0.0,No,Yes,No
HRA240073,Female,Deepika Patel,deepika.patel@hrhub.co.in,deepika.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Married,Diploma,Computer,Telangana,Warangal,9887089426,Sales,Sales Manager,Travel_Rarely,Work From Office,15.7,0,0,0,0,2013-04-25,208800,10+ LPA,22,1,3,3,2,3,1,0,7.0,No,No,Yes
HRA240074,Female,Ishita Nair,ishita.nair@hrhub.co.in,ishita.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Married,Master,Business Administration,Tamil Nadu,Chennai,9471649191,IT,Data Analyst,Non-Travel,Work From Office,9.3,7,2,2,2,2019-09-17,66850,6-10 LPA,8,3,3,3,4,4,1,3,9.0,No,Yes,No
HRA240075,Male,Aarav Patel,aarav.patel@hrhub.co.in,aarav.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Single,PhD,Management,Kerala,Kochi,9237432692,Sales,Sales Manager,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,72950,6-10 LPA,23,2,3,3,1,2,1,0,0.0,Yes,No,No
HRA240076,Male,Gaurav Mishra,gaurav.mishra@hrhub.co.in,gaurav.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Married,High School,General Education,West Bengal,Kolkata,9339059666,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,18.0,9,3,4,3,2011-01-06,173200,10+ LPA,16,2,4,3,4,2,4,5,7.0,No,No,No
HRA240077,Female,Ananya Sharma,ananya.sharma@hrhub.co.in,ananya.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,PhD,Computer Science,Uttar Pradesh,Noida,9217931625,Administration,Administrative Executive,Travel_Rarely,Work From Office,5.3,4,1,1,2,2023-09-16,72150,6-10 LPA,21,1,3,2,4,4,4,4,3.0,No,No,No
HRA240078,Female,Sonali Bose,sonali.bose@hrhub.co.in,sonali.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,Master,Marketing,West Bengal,Durgapur,9774786910,Human Resources,HR Executive,Travel_Rarely,Hybrid,6.0,1,1,0,1,2023-01-03,60400,6-10 LPA,14,0,3,4,2,1,1,1,0.0,No,Yes,No
HRA240079,Male,Pranav Sinha,pranav.sinha@hrhub.co.in,pranav.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Married,Diploma,Civil,Delhi,New Delhi,9702657814,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,32500,3-6 LPA,5,0,3,3,3,4,4,6,0.1,No,Yes,No
HRA240080,Male,Varun Banerjee,varun.banerjee@hrhub.co.in,varun.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Divorced,PhD,Management,Tamil Nadu,Madurai,9317560730,Finance,Accountant,Travel_Frequently,Hybrid,1.0,1,0,0,0,2028-01-02,33700,3-6 LPA,24,3,4,1,1,1,1,5,1.0,No,No,Yes
HRA240081,Male,Arjun Sharma,arjun.sharma@hrhub.co.in,arjun.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Single,High School,General Education,Karnataka,Bengaluru,9865496602,Operations,Operations Manager,Non-Travel,Remote,3.5,2,2,0,1,2025-07-04,82200,6-10 LPA,22,0,4,1,3,3,1,0,3.5,No,No,No
HRA240082,Female,Sonali Verma,sonali.verma@hrhub.co.in,sonali.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,Diploma,Computer,Telangana,Hyderabad,9477966054,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,12.9,4,1,0,2,2016-02-11,111400,10+ LPA,6,3,3,3,4,1,4,2,4.0,No,No,No
HRA240083,Female,Anusha Sinha,anusha.sinha@hrhub.co.in,anusha.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Single,MBA,Finance,Telangana,Hyderabad,9580197557,Administration,Facility Coordinator,Travel_Rarely,Work From Office,2.2,1,0,0,1,2026-10-21,41500,3-6 LPA,7,2,4,3,2,3,2,5,2.2,No,No,No
HRA240084,Male,Varun Kumar,varun.kumar@hrhub.co.in,varun.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Single,High School,General Education,Uttar Pradesh,Kanpur,9862684970,Human Resources,HR Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,30300,3-6 LPA,17,0,3,1,1,4,1,2,0.0,No,No,Yes
HRA240085,Male,Sandeep Sharma,sandeep.sharma@hrhub.co.in,sandeep.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Married,Master,Marketing,Karnataka,Hubballi,9054171500,Sales,Sales Manager,Travel_Rarely,Work From Office,31.6,29,11,12,3,1997-06-04,223250,10+ LPA,5,0,4,4,3,2,3,2,5.0,No,Yes,No
HRA240086,Female,Riya Sinha,riya.sinha@hrhub.co.in,riya.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,Master,Finance,Karnataka,Hubballi,9228349143,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,26750,3-6 LPA,12,1,3,4,3,1,1,1,0.0,No,No,No
HRA240087,Female,Khushi Shah,khushi.shah@hrhub.co.in,khushi.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Married,Master,Business Administration,Rajasthan,Jodhpur,9012256208,Finance,Financial Analyst,Travel_Rarely,Work From Office,14.5,0,0,0,0,2014-07-07,94000,10+ LPA,7,3,4,2,1,4,2,3,0.0,No,No,No
HRA240088,Female,Sonali Chatterjee,sonali.chatterjee@hrhub.co.in,sonali.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,Master,Marketing,Karnataka,Mysuru,9629658636,Sales,Sales Executive,Travel_Rarely,Work From Office,16.7,12,8,3,3,2012-04-25,139100,10+ LPA,6,1,2,3,3,1,1,3,9.0,No,No,No
HRA240089,Female,Harini Verma,harini.verma@hrhub.co.in,harini.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Married,Master,Computer Science,Rajasthan,Jaipur,9410006658,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Remote,36.6,36,14,0,0,1992-06-05,140900,10+ LPA,6,1,3,3,4,1,4,0,6.0,No,No,No
HRA240090,Female,Neha Roy,neha.roy@hrhub.co.in,neha.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Single,Master,Business Administration,Maharashtra,Nagpur,9583047027,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,20450,0-3 LPA,15,0,4,1,3,4,3,2,0.0,No,No,No
HRA240091,Female,Divya Nair,divya.nair@hrhub.co.in,divya.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,Diploma,Electrical,Rajasthan,Udaipur,9072553205,Operations,Operations Executive,Non-Travel,Work From Office,5.1,2,0,0,0,2023-11-28,64100,6-10 LPA,13,3,2,4,4,3,1,5,5.0,Yes,No,No
HRA240092,Male,Raj Saha,raj.saha@hrhub.co.in,raj.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Single,High School,General Education,Karnataka,Mysuru,9120074045,Administration,Administrative Executive,Travel_Rarely,Work From Office,11.7,3,1,1,3,2017-04-24,89550,10+ LPA,17,2,3,4,2,1,2,5,5.0,Yes,Yes,Yes
HRA240093,Male,Manish Mishra,manish.mishra@hrhub.co.in,manish.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Single,High School,General Education,Karnataka,Bengaluru,9413739491,Finance,Finance Executive,Travel_Rarely,Remote,0.6,0,0,0,0,2028-05-27,29650,3-6 LPA,14,1,4,3,2,1,3,5,0.6,No,No,No
HRA240094,Female,Pooja Rao,pooja.rao@hrhub.co.in,pooja.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Single,MBA,Human Resources,Karnataka,Mysuru,9631879897,IT,Data Analyst,Travel_Rarely,Hybrid,0.2,0,0,0,0,2028-10-20,39700,3-6 LPA,12,1,3,2,1,4,1,6,0.2,No,No,No
HRA240095,Male,Rahul Agarwal,rahul.agarwal@hrhub.co.in,rahul.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Single,Bachelor,Information Technology,Rajasthan,Udaipur,9668470726,Administration,Facility Coordinator,Travel_Rarely,Work From Office,9.5,9,6,3,3,2019-07-06,63550,6-10 LPA,21,0,3,4,2,1,2,1,3.0,No,Yes,No
HRA240096,Male,Sandeep Sinha,sandeep.sinha@hrhub.co.in,sandeep.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Married,Bachelor,Finance,Uttar Pradesh,Lucknow,9751862109,Marketing,Content Strategist,Travel_Frequently,Hybrid,28.2,13,13,1,6,2000-10-27,157500,10+ LPA,10,0,4,4,1,1,4,6,6.0,No,No,No
HRA240097,Male,Arjun Nair,arjun.nair@hrhub.co.in,arjun.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Single,PhD,Computer Science,Gujarat,Ahmedabad,9846580681,Operations,Operations Manager,Travel_Rarely,Work From Office,9.7,9,9,3,9,2019-04-24,103700,10+ LPA,8,0,3,2,3,1,3,5,4.0,No,No,No
HRA240098,Male,Gaurav Rao,gaurav.rao@hrhub.co.in,gaurav.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,Master,Human Resources,Rajasthan,Udaipur,9726021318,Operations,Operations Executive,Travel_Rarely,Work From Office,8.7,4,0,1,4,2020-04-23,85700,10+ LPA,20,2,3,1,4,1,2,3,8.0,Yes,No,No
HRA240099,Male,Pranav Chatterjee,pranav.chatterjee@hrhub.co.in,pranav.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,MBA,Operations,Maharashtra,Pune,9155781373,Operations,Operations Executive,Travel_Rarely,Work From Office,4.9,3,2,1,1,2024-02-09,46800,3-6 LPA,24,2,4,3,2,2,1,3,4.9,Yes,Yes,No
HRA240100,Female,Swati Roy,swati.roy@hrhub.co.in,swati.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Single,Diploma,Mechanical,Rajasthan,Udaipur,9078464015,IT,Network Engineer,Travel_Rarely,Remote,3.8,3,2,1,2,2025-03-16,46300,3-6 LPA,15,2,2,3,4,4,4,1,3.8,Yes,No,No
HRA240101,Male,Ankit Shah,ankit.shah@hrhub.co.in,ankit.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Married,Bachelor,Computer Science,Telangana,Hyderabad,9154138273,Marketing,Digital Marketing Specialist,Travel_Frequently,Work From Office,22.7,19,4,3,17,2006-04-27,171650,10+ LPA,21,3,2,3,3,4,4,1,9.0,No,No,No
HRA240102,Male,Manish Mehta,manish.mehta@hrhub.co.in,manish.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Married,PhD,Finance,Maharashtra,Nagpur,9437149262,IT,Data Analyst,Travel_Frequently,Work From Office,8.0,0,0,0,0,2021-01-03,73200,6-10 LPA,17,0,3,4,1,3,1,4,1.0,Yes,No,No
HRA240103,Female,Tanvi Reddy,tanvi.reddy@hrhub.co.in,tanvi.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,Bachelor,Human Resources,Delhi,New Delhi,9017846274,Sales,Business Development Executive,Travel_Frequently,Hybrid,0.1,0,0,0,0,2028-11-26,37400,3-6 LPA,22,3,3,2,1,4,2,1,0.1,No,No,No
HRA240104,Female,Sneha Chatterjee,sneha.chatterjee@hrhub.co.in,sneha.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,High School,General Education,Karnataka,Bengaluru,9713402500,IT,System Administrator,Travel_Rarely,Remote,0.0,0,0,0,0,2029-01-01,42300,3-6 LPA,15,1,4,3,1,3,2,2,0.0,No,No,No
HRA240105,Male,Nikhil Agarwal,nikhil.agarwal@hrhub.co.in,nikhil.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,PhD,Finance,Gujarat,Ahmedabad,9887559875,Marketing,Content Strategist,Travel_Rarely,Work From Office,0.5,0,0,0,0,2028-07-03,35350,3-6 LPA,6,0,3,3,2,1,2,5,0.5,No,No,No
HRA240106,Female,Swati Singh,swati.singh@hrhub.co.in,swati.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Single,PhD,Computer Science,Kerala,Kozhikode,9457867404,Sales,Sales Manager,Non-Travel,Work From Office,9.5,6,5,2,4,2019-07-06,125800,10+ LPA,21,1,3,3,1,1,4,3,9.5,No,No,No
HRA240107,Male,Sandeep Reddy,sandeep.reddy@hrhub.co.in,sandeep.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Bachelor,Information Technology,Kerala,Kozhikode,9299316421,Finance,Finance Executive,Travel_Rarely,Work From Office,8.7,7,0,1,4,2020-04-23,76750,6-10 LPA,7,0,3,3,4,1,3,6,8.0,No,Yes,No
HRA240108,Female,Nikita Kumar,nikita.kumar@hrhub.co.in,nikita.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,Diploma,Civil,Delhi,New Delhi,9407080631,Operations,Operations Executive,Travel_Rarely,Work From Office,1.2,1,1,0,1,2027-10-21,30300,3-6 LPA,20,1,4,1,2,2,1,5,1.0,No,Yes,No
HRA240109,Male,Amit Sen,amit.sen@hrhub.co.in,amit.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Single,Bachelor,Commerce,Uttar Pradesh,Kanpur,9893770705,Sales,Sales Executive,Travel_Rarely,Work From Office,27.5,23,0,10,12,2001-07-10,134700,10+ LPA,11,1,3,2,3,2,2,3,5.0,No,Yes,No
HRA240110,Male,Gaurav Sharma,gaurav.sharma@hrhub.co.in,gaurav.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Single,MBA,Marketing,Uttar Pradesh,Kanpur,9877523999,IT,Data Analyst,Travel_Rarely,Hybrid,22.7,9,5,2,4,2006-04-27,141650,10+ LPA,22,1,4,3,4,2,2,3,2.0,No,Yes,No
HRA240111,Female,Anusha Khan,anusha.khan@hrhub.co.in,anusha.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Married,Bachelor,Information Technology,Uttar Pradesh,Noida,9787155333,Administration,Facility Coordinator,Travel_Rarely,Remote,8.0,3,2,1,2,2021-01-03,79400,6-10 LPA,17,0,3,4,1,4,4,2,8.0,Yes,Yes,Yes
HRA240112,Male,Aditya Ghosh,aditya.ghosh@hrhub.co.in,aditya.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Married,Bachelor,Human Resources,Kerala,Kozhikode,9587005125,Finance,Finance Executive,Non-Travel,Work From Office,18.2,13,3,0,9,2010-10-25,170900,10+ LPA,15,1,4,4,2,2,4,5,9.0,No,No,No
HRA240113,Female,Khushi Sen,khushi.sen@hrhub.co.in,khushi.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,42,36-45,1984-07-31,Married,Diploma,Computer,Rajasthan,Jodhpur,9975311524,Sales,Sales Executive,Travel_Rarely,Work From Office,13.8,7,5,3,3,2015-03-19,91900,10+ LPA,25,2,3,3,1,4,3,2,10.0,No,No,No
HRA240114,Female,Divya Saha,divya.saha@hrhub.co.in,divya.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Married,MBA,Human Resources,Maharashtra,Nagpur,9277157368,Human Resources,HR Executive,Travel_Frequently,Work From Office,8.8,8,2,2,1,2020-03-17,75900,6-10 LPA,8,0,4,1,4,4,2,0,7.0,No,Yes,No
HRA240115,Female,Pooja Mishra,pooja.mishra@hrhub.co.in,pooja.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Married,Master,Marketing,Telangana,Hyderabad,9150434010,Finance,Financial Analyst,Travel_Frequently,Work From Office,0.4,0,0,0,0,2028-08-08,42100,3-6 LPA,17,2,3,2,2,4,4,2,0.4,No,No,No
HRA240116,Female,Sonali Agarwal,sonali.agarwal@hrhub.co.in,sonali.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Single,High School,General Education,Telangana,Hyderabad,9147061653,Sales,Sales Manager,Travel_Rarely,Hybrid,0.1,0,0,0,0,2028-11-26,82150,6-10 LPA,7,3,2,2,1,4,1,2,0.0,No,No,Yes
HRA240117,Female,Anusha Mehta,anusha.mehta@hrhub.co.in,anusha.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,Master,Marketing,Maharashtra,Pune,9904117977,Marketing,Digital Marketing Specialist,Travel_Frequently,Work From Office,20.1,9,6,3,0,2008-12-01,163400,10+ LPA,6,3,3,4,1,2,2,4,8.0,No,No,No
HRA240118,Female,Vaishnavi Nair,vaishnavi.nair@hrhub.co.in,vaishnavi.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,MBA,Marketing,Tamil Nadu,Chennai,9759686862,IT,System Administrator,Non-Travel,Work From Office,17.4,0,0,0,0,2011-08-14,189250,10+ LPA,13,3,4,3,1,1,2,6,3.0,No,No,No
HRA240119,Male,Akash Verma,akash.verma@hrhub.co.in,akash.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,PhD,Finance,Karnataka,Mysuru,9082824649,Operations,Operations Executive,Travel_Frequently,Work From Office,7.1,5,0,2,2,2021-11-28,75350,6-10 LPA,11,0,3,4,2,4,1,6,3.0,Yes,No,No
HRA240120,Female,Anusha Patel,anusha.patel@hrhub.co.in,anusha.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Married,Master,Business Administration,Maharashtra,Mumbai,9479046449,Human Resources,HR Executive,Travel_Frequently,Hybrid,0.5,0,0,0,0,2028-07-03,23600,0-3 LPA,22,0,4,1,2,4,1,0,0.5,No,No,No
HRA240121,Male,Shubham Mishra,shubham.mishra@hrhub.co.in,shubham.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Single,Bachelor,Commerce,Karnataka,Mysuru,9661177294,Finance,Accountant,Travel_Rarely,Hybrid,1.5,0,0,0,0,2027-07-04,33150,3-6 LPA,5,2,3,4,4,3,4,1,1.5,No,Yes,Yes
HRA240122,Male,Manish Bose,manish.bose@hrhub.co.in,manish.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Married,High School,General Education,Gujarat,Vadodara,9896224947,IT,System Administrator,Travel_Frequently,Work From Office,8.1,5,4,0,1,2020-11-28,68100,6-10 LPA,24,0,2,2,4,2,2,2,8.1,No,No,No
HRA240123,Female,Vaishnavi Singh,vaishnavi.singh@hrhub.co.in,vaishnavi.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Single,Bachelor,Marketing,Tamil Nadu,Madurai,9268239554,Finance,Finance Executive,Travel_Rarely,Work From Office,4.9,1,0,0,0,2024-02-09,52600,6-10 LPA,15,3,3,3,1,3,1,1,4.9,No,No,No
HRA240124,Male,Arjun Gupta,arjun.gupta@hrhub.co.in,arjun.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Single,MBA,Marketing,Kerala,Thiruvananthapuram,9317525232,Human Resources,HR Executive,Travel_Rarely,Work From Office,19.9,18,11,7,18,2009-02-12,180800,10+ LPA,15,3,2,1,4,2,2,2,0.0,Yes,No,No
HRA240125,Female,Megha Sharma,megha.sharma@hrhub.co.in,megha.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Single,Bachelor,Business Administration,Rajasthan,Jaipur,9940782862,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,5.4,1,1,0,1,2023-08-10,82800,6-10 LPA,10,2,4,4,2,4,1,4,0.0,No,No,No
HRA240126,Male,Nikhil Das,nikhil.das@hrhub.co.in,nikhil.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Married,PhD,Computer Science,Telangana,Warangal,9501153270,Sales,Sales Executive,Non-Travel,Hybrid,7.5,4,3,1,2,2021-07-05,80900,6-10 LPA,22,3,3,4,1,2,4,4,7.5,No,Yes,Yes
HRA240127,Female,Ishita Patel,ishita.patel@hrhub.co.in,ishita.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,29,26-35,1997-07-28,Married,MBA,Finance,West Bengal,Durgapur,9239657537,Sales,Sales Manager,Travel_Rarely,Work From Office,0.9,0,0,0,0,2028-02-08,71350,6-10 LPA,11,2,3,3,3,2,4,0,0.9,No,No,No
